utime,available_distance,battery_level,brake,brake_switch,gear_position,left_signal,right_signal,rear_left_rpm,rear_right_rpm,steering,steering_speed,throttle,vehicle_speed,yaw_rate
1533151617899061.0,70.0,80.0,0.0,1.0,7.0,0.0,0.0,190.9026,193.69650000000001,-2.099999999999909,5.900000000000272,294.0,21.75,-0.6999999999999886
1533151618399302.0,70.0,80.0,0.0,1.0,7.0,0.0,0.0,202.5369,206.28990000000002,-0.599999999999909,1.8118839761882555e-13,294.0,22.990000000000002,-0.39999999999997726
1533151618898868.0,70.0,80.0,0.0,1.0,7.0,0.0,0.0,213.5457,218.0076,-0.5,1.9000000000002721,291.0,24.37,2.842170943040401e-14
1533151619398731.0,69.0,80.0,0.0,1.0,7.0,0.0,0.0,225.9306,229.6836,-0.599999999999909,1.8118839761882555e-13,275.0,25.7,-0.19999999999998863
1533151619899318.0,69.0,80.0,0.0,1.0,7.0,0.0,0.0,234.1038,239.7333,-0.09999999999990905,3.900000000000272,228.0,26.76,-0.39999999999997726
1533151620398999.0,70.0,80.0,0.0,1.0,7.0,0.0,0.0,241.6098,245.7798,2.100000000000364,1.8118839761882555e-13,218.0,27.55,2.842170943040401e-14
1533151620898765.0,69.0,80.0,0.0,1.0,7.0,0.0,0.0,247.1976,252.5769,1.900000000000091,-3.999999999999819,198.0,28.22,2.842170943040401e-14
1533151621398995.0,69.0,80.0,0.0,1.0,7.0,0.0,0.0,253.03560000000002,257.4558,1.5,1.8118839761882555e-13,175.0,28.8,2.842170943040401e-14
1533151621898729.0,70.0,80.0,0.0,1.0,7.0,0.0,0.0,255.8295,260.2914,1.2000000000002728,-1.9999999999998188,149.0,29.13,2.842170943040401e-14
1533151622399313.0,69.0,80.0,0.0,1.0,7.0,0.0,0.0,257.2473,262.3764,1.1000000000003638,1.8118839761882555e-13,133.0,29.18,2.842170943040401e-14
1533151622898970.0,69.0,80.0,0.0,1.0,7.0,0.0,0.0,258.1647,262.8768,1.1000000000003638,1.9000000000002721,133.0,29.3,2.842170943040401e-14
1533151623899468.0,70.0,80.0,0.0,1.0,7.0,0.0,0.0,256.0797,261.7092,0.8000000000001819,-1.9999999999998188,71.0,29.25,2.842170943040401e-14
